,number,datetime,overview,description,temperature,humidity,wind_speed,clouds
0,1,2019-02-22 11:00:00,Clouds,broken clouds,286.0,76.0,3.0,75.0
1,2,2019-02-22 11:00:00,Clouds,broken clouds,286.0,76.0,3.0,75.0
2,3,2019-02-22 11:00:00,Clouds,broken clouds,286.0,76.0,3.0,75.0
3,4,2019-02-22 12:00:00,Clouds,broken clouds,287.0,66.0,4.0,75.0
4,5,2019-02-25 14:30:00,Clouds,broken clouds,286.0,62.0,4.0,75.0
5,6,2019-02-25 14:30:00,Clouds,broken clouds,286.0,62.0,4.0,75.0
6,7,2019-02-25 15:00:00,Clouds,broken clouds,286.0,71.0,4.0,75.0
7,8,2019-02-25 15:30:00,Clouds,broken clouds,286.0,71.0,3.0,75.0
8,9,2019-02-25 16:00:00,Clouds,broken clouds,286.0,76.0,4.0,75.0
9,10,2019-02-25 16:30:00,Clouds,broken clouds,285.0,76.0,2.0,75.0
10,11,2019-02-25 17:48:51,Clouds,broken clouds,284.0,81.0,3.0,75.0
11,12,2019-02-25 18:23:35,Clouds,broken clouds,283.0,81.0,2.0,75.0
12,13,2019-02-25 18:53:49,Clouds,broken clouds,281.0,93.0,2.0,75.0
13,14,2019-02-25 19:22:50,Clouds,broken clouds,281.0,93.0,2.0,75.0
14,15,2019-02-25 19:48:48,Clouds,scattered clouds,281.0,87.0,2.0,40.0
15,16,2019-02-25 20:23:34,Clouds,scattered clouds,280.0,81.0,4.0,40.0
16,17,2019-02-25 20:53:46,Clouds,scattered clouds,280.0,81.0,3.0,40.0
17,18,2019-02-25 21:18:44,Clouds,scattered clouds,280.0,81.0,3.0,40.0
18,19,2019-02-25 21:48:43,Clouds,scattered clouds,279.0,70.0,3.0,40.0
19,20,2019-02-25 22:23:37,Clouds,scattered clouds,279.0,86.0,3.0,40.0
20,21,2019-02-25 22:53:37,Clouds,few clouds,279.0,93.0,1.0,20.0
21,22,2019-02-25 23:24:14,Clouds,few clouds,278.0,93.0,1.0,20.0
22,23,2019-02-25 23:48:45,Clouds,few clouds,278.0,80.0,2.0,20.0
23,24,2019-02-26 00:18:37,Clouds,few clouds,279.0,81.0,1.0,20.0
24,25,2019-02-26 00:53:38,Clouds,few clouds,278.0,86.0,1.0,20.0
25,26,2019-02-26 01:18:39,Clouds,few clouds,278.0,86.0,1.0,20.0
26,27,2019-02-26 01:52:48,Clouds,few clouds,277.0,99.0,1.0,20.0
27,28,2019-02-26 02:18:48,Clouds,few clouds,276.0,99.0,1.0,20.0
28,29,2019-02-26 02:48:35,Clouds,few clouds,276.0,99.0,2.0,20.0
29,30,2019-02-26 03:18:45,Clouds,few clouds,276.0,99.0,1.0,20.0
30,31,2019-02-26 03:52:55,Clouds,few clouds,276.0,99.0,1.0,20.0
31,32,2019-02-26 04:18:47,Clouds,few clouds,275.0,93.0,2.0,20.0
32,33,2019-02-26 04:48:46,Clouds,few clouds,275.0,99.99,2.0,20.0
33,34,2019-02-26 05:23:50,Clouds,few clouds,275.0,99.99,2.0,20.0
34,35,2019-02-26 05:48:53,Clouds,few clouds,275.0,99.99,2.0,20.0
35,36,2019-02-26 06:22:55,Clouds,few clouds,274.0,99.99,3.0,20.0
36,37,2019-02-26 06:53:33,Clouds,few clouds,274.0,99.99,2.0,20.0
37,38,2019-02-26 07:22:53,Clouds,few clouds,274.0,99.99,2.0,20.0
38,39,2019-02-26 07:48:38,Clouds,few clouds,275.0,99.99,2.0,20.0
39,40,2019-02-26 08:18:36,Clouds,few clouds,275.0,92.0,1.0,20.0
40,41,2019-02-26 08:53:54,Clouds,few clouds,277.0,99.99,2.0,20.0
41,42,2019-02-26 09:23:35,Clouds,few clouds,279.0,87.0,1.0,20.0
42,43,2019-02-26 09:52:51,Clouds,few clouds,280.0,87.0,1.0,20.0
43,44,2019-02-26 10:23:42,Clouds,few clouds,281.0,81.0,2.0,20.0
44,45,2019-02-26 10:48:36,Clouds,few clouds,283.0,76.0,2.0,20.0
45,46,2019-02-26 11:22:53,Clouds,few clouds,284.0,66.0,3.0,20.0
46,47,2019-02-26 11:53:46,Clouds,few clouds,285.0,54.0,2.0,20.0
47,48,2019-02-26 12:18:52,Clouds,few clouds,286.0,50.0,2.0,20.0
48,49,2019-02-26 12:52:48,Clouds,few clouds,287.0,47.0,3.0,20.0
49,50,2019-02-26 13:18:38,Clouds,few clouds,287.0,47.0,3.0,20.0
50,51,2019-02-26 13:48:41,Clouds,few clouds,287.0,50.0,2.0,20.0
51,52,2019-02-26 14:22:48,Clouds,few clouds,287.0,58.0,3.0,20.0
52,53,2019-02-26 14:52:47,Clouds,few clouds,288.0,62.0,4.0,20.0
53,54,2019-02-26 15:18:49,Clouds,few clouds,287.0,54.0,4.0,20.0
54,55,2019-02-26 15:53:53,Clear,clear sky,287.0,58.0,4.0,0.0
55,56,2019-02-26 16:23:32,Clear,clear sky,287.0,58.0,4.0,0.0
56,57,2019-02-26 16:48:49,Clear,clear sky,286.0,62.0,4.0,0.0
57,58,2019-02-26 17:23:01,Clear,clear sky,285.0,62.0,4.0,0.0
58,59,2019-02-26 17:53:53,Clear,clear sky,284.0,62.0,4.0,0.0
59,60,2019-02-26 18:18:43,Clear,clear sky,284.0,66.0,3.0,0.0
60,61,2019-02-26 18:53:40,Clear,clear sky,282.0,66.0,3.0,0.0
61,62,2019-02-26 19:23:47,Clear,clear sky,280.0,81.0,1.0,0.0
62,63,2019-02-26 19:48:38,Clear,clear sky,280.0,81.0,1.0,0.0
63,64,2019-02-26 20:22:50,Clear,clear sky,281.0,70.0,1.0,0.0
64,65,2019-02-26 20:53:44,Clear,clear sky,280.0,65.0,1.0,0.0
65,66,2019-02-26 21:18:40,Clear,clear sky,279.0,65.0,1.0,0.0
66,67,2019-02-26 21:52:54,Clear,clear sky,278.0,75.0,2.0,0.0
67,68,2019-02-26 22:23:38,Clear,clear sky,278.0,86.0,1.0,0.0
68,69,2019-02-26 22:53:36,Clouds,few clouds,277.0,86.0,2.0,20.0
69,70,2019-02-26 23:18:40,Clouds,few clouds,277.0,86.0,0.0,20.0
70,71,2019-02-26 23:53:48,Clouds,few clouds,276.0,86.0,1.0,20.0
71,72,2019-02-27 00:23:42,Clouds,few clouds,277.0,93.0,1.0,20.0
72,73,2019-02-27 00:48:43,Clouds,few clouds,276.0,93.0,2.0,20.0
73,74,2019-02-27 01:23:39,Clouds,few clouds,277.0,93.0,1.0,20.0
74,75,2019-02-27 01:32:46,Clouds,few clouds,276.0,93.0,1.0,20.0
75,76,2019-02-27 02:23:48,Clouds,few clouds,276.0,99.99,1.0,20.0
76,77,2019-02-27 02:53:33,Clouds,few clouds,275.0,99.99,0.0,20.0
77,78,2019-02-27 03:22:46,Clouds,few clouds,275.0,99.99,0.0,20.0
78,79,2019-02-27 03:48:47,Clouds,few clouds,275.0,99.99,2.0,20.0
79,80,2019-02-27 04:23:33,Mist,mist,275.0,99.99,2.0,20.0
80,81,2019-02-27 04:48:39,Mist,mist,275.0,99.99,1.0,20.0
81,82,2019-02-27 05:18:34,Mist,mist,274.0,99.99,1.0,20.0
82,83,2019-02-27 05:52:53,Fog,fog,274.0,99.99,1.0,20.0
83,84,2019-02-27 06:18:35,Mist,mist,274.0,99.99,1.0,20.0
84,85,2019-02-27 06:48:43,Mist,mist,274.0,99.99,1.0,20.0
85,86,2019-02-27 07:18:36,Mist,mist,275.0,99.99,1.0,20.0
86,87,2019-02-27 07:48:38,Mist,mist,276.0,99.99,0.0,20.0
87,88,2019-02-27 08:18:45,Mist,mist,276.0,99.99,1.0,20.0
88,89,2019-02-27 08:53:33,Mist,mist,276.0,99.99,3.0,20.0
89,90,2019-02-27 09:23:35,Fog,fog,277.0,93.0,3.0,75.0
90,91,2019-02-27 09:48:35,Fog,fog,278.0,93.0,3.0,75.0
91,92,2019-02-27 10:18:48,Fog,fog,279.0,99.99,5.0,75.0
92,93,2019-02-27 10:53:38,Mist,mist,281.0,99.99,5.0,75.0
93,94,2019-02-27 11:18:34,Mist,mist,283.0,93.0,3.0,75.0
94,95,2019-02-27 11:52:51,Clouds,broken clouds,282.0,93.0,5.0,75.0
95,96,2019-02-27 12:18:36,Mist,mist,282.0,93.0,5.0,75.0
96,97,2019-02-27 12:48:50,Mist,mist,283.0,87.0,3.0,40.0
97,98,2019-02-27 13:18:34,Mist,mist,284.0,81.0,3.0,20.0
98,99,2019-02-27 13:48:45,Clouds,few clouds,284.0,76.0,2.0,20.0
99,100,2019-02-27 14:18:48,Clouds,few clouds,285.0,71.0,2.0,20.0
100,101,2019-02-27 14:53:47,Clouds,few clouds,285.0,71.0,2.0,20.0
101,102,2019-02-27 15:18:40,Clouds,few clouds,286.0,71.0,1.0,20.0
102,103,2019-02-27 15:48:43,Clouds,few clouds,285.0,76.0,2.0,20.0
103,104,2019-02-27 16:23:35,Clouds,few clouds,285.0,81.0,3.0,20.0
104,105,2019-02-27 16:48:35,Mist,mist,284.0,87.0,3.0,20.0
105,106,2019-02-27 17:22:56,Mist,mist,283.0,87.0,3.0,75.0
106,107,2019-02-27 17:48:45,Fog,fog,282.0,99.99,3.0,75.0
107,108,2019-02-27 18:23:53,Fog,fog,281.0,99.99,3.0,75.0
108,109,2019-02-27 18:46:40,Fog,fog,280.0,99.99,3.0,75.0
109,110,2019-02-27 19:18:45,Fog,fog,280.0,99.99,3.0,75.0
110,111,2019-02-27 19:48:39,Fog,fog,280.0,99.99,2.0,75.0
111,112,2019-02-27 20:18:47,Fog,fog,279.0,99.99,3.0,75.0
112,113,2019-02-27 20:49:16,Fog,fog,279.0,93.0,2.0,75.0
113,114,2019-02-27 21:18:52,Fog,fog,279.0,99.99,3.0,75.0
114,115,2019-02-27 21:48:42,Fog,fog,279.0,99.99,1.0,75.0
115,116,2019-02-27 22:18:44,Fog,fog,279.0,99.99,0.0,90.0
116,117,2019-02-27 22:48:39,Fog,fog,278.0,93.0,1.0,90.0
117,118,2019-02-27 23:18:38,Fog,fog,278.0,99.99,1.0,90.0
118,119,2019-02-27 23:48:36,Fog,fog,278.0,99.99,2.0,90.0
119,120,2019-02-28 00:18:42,Fog,fog,278.0,99.99,2.0,90.0
120,121,2019-02-28 00:53:42,Fog,fog,278.0,99.99,1.0,90.0
121,122,2019-02-28 01:23:50,Fog,fog,278.0,99.99,1.0,90.0
122,123,2019-02-28 01:48:38,Fog,fog,278.0,99.99,1.0,90.0
123,124,2019-02-28 02:18:42,Fog,fog,278.0,99.99,1.0,90.0
124,125,2019-02-28 02:53:34,Fog,fog,278.0,99.99,0.0,90.0
125,126,2019-02-28 03:18:47,Fog,fog,278.0,99.99,1.0,90.0
126,127,2019-02-28 03:53:48,Fog,fog,278.0,99.99,2.0,90.0
127,128,2019-02-28 04:18:38,Mist,mist,278.0,93.0,3.0,75.0
128,129,2019-02-28 04:48:34,Mist,mist,279.0,99.99,5.0,75.0
129,130,2019-02-28 05:18:36,Clouds,broken clouds,280.0,93.0,4.0,75.0
130,131,2019-02-28 05:48:38,Clouds,broken clouds,280.0,93.0,4.0,75.0
131,132,2019-02-28 06:23:51,Clouds,broken clouds,280.0,93.0,3.0,75.0
132,133,2019-02-28 06:48:35,Clouds,broken clouds,280.0,93.0,3.0,75.0
133,134,2019-02-28 07:18:36,Clouds,broken clouds,280.0,99.99,2.0,75.0
134,135,2019-02-28 07:53:43,Clouds,broken clouds,280.0,93.0,1.0,75.0
135,136,2019-02-28 08:22:57,Clouds,broken clouds,279.0,99.99,1.0,75.0
136,137,2019-02-28 08:53:46,Mist,mist,280.0,99.99,0.0,75.0
137,138,2019-02-28 09:18:38,Mist,mist,280.0,93.0,1.0,75.0
138,139,2019-02-28 09:48:36,Mist,mist,281.0,99.99,1.0,75.0
139,140,2019-02-28 10:22:56,Mist,mist,281.0,93.0,1.0,75.0
140,141,2019-02-28 10:48:48,Mist,mist,282.0,93.0,1.0,75.0
141,142,2019-02-28 11:23:51,Mist,mist,282.0,93.0,0.0,75.0
142,143,2019-02-28 11:48:38,Mist,mist,282.0,93.0,0.0,75.0
143,144,2019-02-28 12:23:34,Mist,mist,282.0,93.0,0.0,75.0
144,145,2019-02-28 12:53:35,Mist,mist,283.0,93.0,3.0,75.0
145,146,2019-02-28 13:18:40,Rain,light rain,283.0,93.0,4.0,75.0
146,147,2019-02-28 13:54:00,Mist,mist,283.0,93.0,4.0,75.0
147,148,2019-02-28 14:23:45,Mist,mist,283.0,93.0,4.0,75.0
148,149,2019-02-28 14:53:53,Mist,mist,283.0,93.0,4.0,75.0
149,150,2019-02-28 15:23:52,Mist,mist,283.0,81.0,5.0,75.0
150,151,2019-02-28 15:48:54,Clouds,broken clouds,283.0,81.0,6.0,75.0
151,152,2019-02-28 16:23:01,Clouds,broken clouds,283.0,87.0,6.0,75.0
152,153,2019-02-28 16:48:37,Clouds,broken clouds,283.0,87.0,6.0,75.0
153,154,2019-02-28 17:23:45,Drizzle,light intensity drizzle,283.0,87.0,5.0,75.0
154,155,2019-02-28 17:48:40,Drizzle,light intensity drizzle,282.0,93.0,4.0,75.0
155,156,2019-02-28 18:18:47,Drizzle,light intensity drizzle,282.0,93.0,4.0,75.0
156,157,2019-02-28 18:48:48,Drizzle,light intensity drizzle,282.0,93.0,4.0,75.0
157,158,2019-02-28 19:23:37,Drizzle,light intensity drizzle,282.0,93.0,4.0,75.0
158,159,2019-02-28 19:53:38,Mist,mist,282.0,93.0,4.0,75.0
159,160,2019-02-28 20:23:38,Mist,mist,282.0,93.0,4.0,75.0
160,161,2019-02-28 20:48:41,Mist,mist,282.0,93.0,4.0,75.0
161,162,2019-02-28 21:18:40,Mist,mist,282.0,93.0,3.0,75.0
162,163,2019-02-28 21:53:48,Clouds,broken clouds,282.0,93.0,3.0,75.0
163,164,2019-02-28 22:23:37,Clouds,broken clouds,282.0,93.0,3.0,75.0
164,165,2019-02-28 22:53:47,Clouds,broken clouds,282.0,93.0,3.0,75.0
165,166,2019-02-28 23:18:46,Clouds,broken clouds,282.0,93.0,3.0,75.0
166,167,2019-02-28 23:48:40,Drizzle,light intensity drizzle,281.0,93.0,3.0,75.0
167,168,2019-03-01 00:22:55,Drizzle,light intensity drizzle,282.0,93.0,2.0,75.0
168,169,2019-03-01 00:48:46,Clouds,broken clouds,281.0,93.0,3.0,75.0
169,170,2019-03-01 01:22:51,Clouds,broken clouds,281.0,87.0,4.0,75.0
170,171,2019-03-01 01:48:53,Clouds,broken clouds,281.0,87.0,5.0,75.0
171,172,2019-03-01 02:18:44,Clouds,broken clouds,280.0,93.0,3.0,75.0
172,173,2019-03-01 02:53:43,Clouds,broken clouds,280.0,93.0,3.0,75.0
173,174,2019-03-01 03:18:49,Mist,mist,280.0,99.99,2.0,75.0
174,175,2019-03-01 03:48:41,Mist,mist,279.0,99.99,1.0,75.0
175,176,2019-03-01 04:23:33,Mist,mist,279.0,99.99,3.0,75.0
176,177,2019-03-01 04:48:52,Mist,mist,280.0,93.0,3.0,75.0
177,178,2019-03-01 05:18:43,Clouds,broken clouds,280.0,87.0,2.0,75.0
178,179,2019-03-01 05:53:36,Clouds,broken clouds,280.0,93.0,2.0,75.0
179,180,2019-03-01 06:16:28,Clouds,broken clouds,280.0,93.0,2.0,75.0
180,181,2019-03-01 06:46:06,Clouds,broken clouds,280.0,93.0,2.0,75.0
181,182,2019-03-01 07:18:54,Clouds,broken clouds,279.0,93.0,2.0,75.0
182,183,2019-03-01 07:53:38,Clear,clear sky,278.0,93.0,2.0,0.0
183,184,2019-03-01 08:23:48,Clear,clear sky,278.0,93.0,2.0,0.0
184,185,2019-03-01 08:48:36,Clear,clear sky,279.0,93.0,1.0,0.0
185,186,2019-03-01 09:23:33,Clear,clear sky,280.0,81.0,1.0,0.0
186,187,2019-03-01 09:48:32,Clear,clear sky,281.0,81.0,1.0,0.0
187,188,2019-03-01 10:18:34,Clear,clear sky,283.0,76.0,1.0,0.0
188,189,2019-03-01 10:53:35,Clear,clear sky,283.0,81.0,2.0,0.0
189,190,2019-03-01 11:18:47,Clear,clear sky,284.0,76.0,2.0,0.0
190,191,2019-03-01 11:48:46,Clear,clear sky,285.0,76.0,2.0,0.0
191,192,2019-03-01 12:22:50,Clear,clear sky,285.0,62.0,3.0,0.0
192,193,2019-03-01 12:46:49,Clear,clear sky,286.0,50.0,1.0,0.0
193,194,2019-03-01 13:23:42,Clear,clear sky,286.0,44.0,2.0,0.0
194,195,2019-03-01 13:53:38,Clear,clear sky,286.0,44.0,2.0,0.0
195,196,2019-03-01 14:23:31,Rain,moderate rain,286.0,41.0,2.0,0.0
196,197,2019-03-01 14:48:34,Rain,moderate rain,285.0,41.0,2.0,0.0
197,198,2019-03-01 15:23:50,Rain,heavy intensity rain,285.0,54.0,3.0,0.0
198,199,2019-03-01 15:53:40,Rain,heavy intensity rain,284.0,54.0,3.0,0.0
199,200,2019-03-01 16:23:54,Rain,very heavy rain,284.0,71.0,3.0,75.0
200,201,2019-03-01 16:53:37,Rain,very heavy rain,283.0,76.0,3.0,75.0
201,202,2019-03-01 17:18:43,Rain,heavy intensity rain,283.0,93.0,3.0,75.0
202,203,2019-03-01 17:53:40,Rain,heavy intensity rain,282.0,87.0,4.0,75.0
203,204,2019-03-01 18:18:42,Rain,moderate rain,282.0,87.0,4.0,75.0
204,205,2019-03-01 18:53:38,Rain,light rain,282.0,87.0,4.0,75.0
205,206,2019-03-01 19:18:33,Rain,moderate rain,282.0,87.0,5.0,75.0
206,207,2019-03-01 19:53:51,Rain,moderate rain,282.0,93.0,5.0,75.0
207,208,2019-03-01 20:18:57,Rain,heavy intensity rain,282.0,93.0,4.0,75.0
208,209,2019-03-01 20:48:39,Rain,heavy intensity rain,282.0,93.0,2.0,75.0
209,210,2019-03-01 21:23:52,Rain,moderate rain,282.0,93.0,1.0,75.0
210,211,2019-03-01 21:53:48,Rain,moderate rain,282.0,93.0,4.0,90.0
211,212,2019-03-01 22:18:47,Rain,light rain,282.0,93.0,4.0,90.0
212,213,2019-03-01 22:48:44,Rain,light rain,282.0,93.0,3.0,75.0
213,214,2019-03-01 23:18:50,Rain,light rain,282.0,93.0,3.0,75.0
214,215,2019-03-01 23:48:45,Rain,light rain,282.0,99.99,3.0,75.0
215,216,2019-03-02 00:23:33,Clouds,broken clouds,282.0,93.0,3.0,75.0
216,217,2019-03-02 00:48:53,Rain,light rain,282.0,93.0,3.0,75.0
217,218,2019-03-02 01:18:50,Rain,light rain,282.0,93.0,4.0,75.0
218,219,2019-03-02 01:53:34,Clouds,broken clouds,281.0,87.0,4.0,75.0
219,220,2019-03-02 02:23:51,Rain,light rain,281.0,87.0,4.0,75.0
220,221,2019-03-02 02:48:42,Rain,light rain,281.0,87.0,4.0,75.0
221,222,2019-03-02 03:23:49,Clouds,broken clouds,280.0,87.0,4.0,75.0
222,223,2019-03-02 03:53:39,Rain,light rain,280.0,87.0,4.0,75.0
223,224,2019-03-02 04:18:32,Rain,light rain,279.0,87.0,4.0,75.0
224,225,2019-03-02 04:53:39,Clouds,broken clouds,279.0,93.0,4.0,75.0
225,226,2019-03-02 05:23:33,Clouds,broken clouds,279.0,93.0,5.0,75.0
226,227,2019-03-02 05:48:34,Clouds,broken clouds,278.0,93.0,5.0,75.0
227,228,2019-03-02 06:22:53,Clouds,broken clouds,278.0,93.0,4.0,75.0
228,229,2019-03-02 06:53:33,Clouds,broken clouds,277.0,93.0,3.0,75.0
229,230,2019-03-02 07:18:31,Clouds,broken clouds,278.0,93.0,3.0,75.0
230,231,2019-03-02 07:52:47,Clouds,few clouds,278.0,93.0,2.0,20.0
231,232,2019-03-02 08:23:52,Clouds,broken clouds,279.0,87.0,3.0,75.0
232,233,2019-03-02 08:48:50,Rain,moderate rain,279.0,87.0,3.0,75.0
233,234,2019-03-02 09:23:42,Rain,moderate rain,281.0,61.0,2.0,75.0
234,235,2019-03-02 09:48:47,Rain,moderate rain,281.0,61.0,2.0,75.0
235,236,2019-03-02 10:18:40,Rain,moderate rain,281.0,66.0,4.0,75.0
236,237,2019-03-02 10:48:49,Rain,moderate rain,281.0,76.0,5.0,75.0
237,238,2019-03-02 11:22:52,Rain,light rain,282.0,81.0,6.0,75.0
238,239,2019-03-02 11:53:48,Rain,light rain,283.0,81.0,6.0,75.0
239,240,2019-03-02 12:18:51,Rain,moderate rain,283.0,76.0,6.0,75.0
240,241,2019-03-02 12:52:47,Rain,heavy intensity rain,284.0,81.0,8.0,75.0
241,242,2019-03-02 13:23:39,Rain,heavy intensity rain,284.0,87.0,9.0,75.0
242,243,2019-03-02 13:53:38,Rain,moderate rain,284.0,87.0,8.0,75.0
243,244,2019-03-02 14:23:41,Rain,heavy intensity rain,284.0,87.0,10.0,75.0
244,245,2019-03-02 14:48:33,Rain,heavy intensity rain,283.0,87.0,10.0,75.0
245,246,2019-03-02 15:18:45,Rain,moderate rain,284.0,81.0,10.0,75.0
246,247,2019-03-02 15:53:48,Rain,moderate rain,283.0,93.0,11.0,75.0
247,248,2019-03-02 16:18:34,Rain,moderate rain,283.0,87.0,8.0,75.0
248,249,2019-03-02 16:48:37,Rain,light rain,282.0,81.0,9.0,75.0
249,250,2019-03-02 17:18:36,Rain,light rain,282.0,66.0,8.0,75.0
250,251,2019-03-02 17:53:35,Rain,light rain,281.0,66.0,7.0,40.0
251,252,2019-03-02 18:18:47,Rain,light rain,281.0,57.0,7.0,40.0
252,253,2019-03-02 18:53:34,Rain,light rain,280.0,61.0,7.0,40.0
253,254,2019-03-02 19:23:42,Rain,light rain,280.0,61.0,8.0,40.0
254,255,2019-03-02 19:48:37,Rain,light rain,280.0,61.0,8.0,40.0
255,256,2019-03-02 20:18:44,Rain,light rain,280.0,61.0,7.0,40.0
256,257,2019-03-02 20:48:42,Rain,light rain,280.0,70.0,6.0,40.0
257,258,2019-03-02 21:18:48,Rain,light rain,279.0,70.0,6.0,40.0
258,259,2019-03-02 21:48:37,Rain,light rain,279.0,75.0,7.0,75.0
259,260,2019-03-02 22:23:36,Rain,light rain,279.0,70.0,6.0,75.0
260,261,2019-03-02 22:53:46,Rain,light rain,279.0,70.0,8.0,75.0
261,262,2019-03-02 23:18:49,Rain,light rain,279.0,65.0,6.0,75.0
262,263,2019-03-02 23:49:00,Rain,light rain,279.0,70.0,6.0,75.0
263,264,2019-03-03 00:24:03,Rain,light rain,279.0,70.0,6.0,40.0
264,265,2019-03-03 00:48:49,Rain,light rain,279.0,70.0,6.0,40.0
265,266,2019-03-03 01:23:44,Rain,light rain,279.0,70.0,6.0,40.0
266,267,2019-03-03 01:53:31,Rain,light rain,279.0,70.0,6.0,40.0
267,268,2019-03-03 02:23:42,Rain,light rain,278.0,70.0,6.0,40.0
268,269,2019-03-03 02:48:44,Rain,light rain,279.0,70.0,6.0,75.0
269,270,2019-03-03 03:23:38,Rain,light rain,279.0,70.0,5.0,75.0
270,271,2019-03-03 03:48:37,Rain,light rain,279.0,70.0,5.0,75.0
271,272,2019-03-03 04:18:30,Rain,light rain,279.0,70.0,5.0,75.0
272,273,2019-03-03 04:53:35,Rain,light rain,279.0,70.0,5.0,75.0
273,274,2019-03-03 05:23:29,Rain,light rain,279.0,70.0,5.0,75.0
274,275,2019-03-03 05:48:35,Rain,light rain,279.0,70.0,4.0,75.0
275,276,2019-03-03 06:23:47,Rain,light rain,279.0,70.0,5.0,75.0
276,277,2019-03-03 06:53:34,Rain,light rain,279.0,70.0,4.0,75.0
277,278,2019-03-03 07:18:41,Rain,light rain,279.0,70.0,4.0,75.0
278,279,2019-03-03 07:53:39,Clouds,broken clouds,279.0,65.0,3.0,75.0
279,280,2019-03-03 08:22:48,Clouds,broken clouds,279.0,65.0,3.0,75.0
280,281,2019-03-03 08:52:47,Clouds,broken clouds,279.0,70.0,3.0,75.0
281,282,2019-03-03 09:23:47,Rain,light rain,279.0,65.0,3.0,75.0
282,283,2019-03-03 09:48:32,Rain,moderate rain,279.0,65.0,3.0,75.0
283,284,2019-03-03 10:17:11,Rain,moderate rain,278.0,70.0,2.0,75.0
284,285,2019-03-03 10:54:19,Rain,moderate rain,278.0,65.0,2.0,75.0
285,286,2019-03-03 11:23:50,Rain,moderate rain,277.0,75.0,4.0,75.0
286,287,2019-03-03 11:48:49,Rain,moderate rain,277.0,86.0,2.0,90.0
287,288,2019-03-03 12:23:46,Rain,moderate rain,277.0,86.0,3.0,90.0
288,289,2019-03-03 12:53:34,Rain,heavy intensity rain,276.0,86.0,4.0,90.0
289,290,2019-03-03 13:16:58,Rain,heavy intensity rain,276.0,86.0,4.0,90.0
290,291,2019-03-03 13:53:44,Rain,heavy intensity rain,275.0,93.0,5.0,75.0
291,292,2019-03-03 14:23:44,Rain,heavy intensity rain,275.0,93.0,5.0,75.0
292,293,2019-03-03 14:53:50,Rain,moderate rain,275.0,93.0,5.0,75.0
293,294,2019-03-03 15:15:46,Rain,moderate rain,275.0,93.0,6.0,75.0
294,295,2019-03-03 15:45:13,Rain,moderate rain,275.0,93.0,6.0,75.0
295,296,2019-03-03 16:23:41,Rain,moderate rain,274.0,93.0,7.0,75.0
296,297,2019-03-03 16:53:46,Rain,moderate rain,274.0,93.0,7.0,75.0
297,298,2019-03-03 17:23:36,Rain,light rain,274.0,93.0,8.0,75.0
298,299,2019-03-03 17:53:55,Rain,light rain,273.0,99.99,6.0,90.0
299,300,2019-03-03 18:18:36,Rain,light rain,273.0,99.99,6.0,90.0
300,301,2019-03-03 18:53:32,Snow,snow,273.0,99.99,6.0,75.0
301,302,2019-03-03 19:23:43,Rain,light rain,273.0,99.99,7.0,75.0
302,303,2019-03-03 19:48:53,Rain,light rain,273.0,99.99,7.0,75.0
303,304,2019-03-03 20:23:48,Rain,moderate rain,274.0,99.99,6.0,75.0
304,305,2019-03-03 20:53:35,Rain,light rain,274.0,99.99,6.0,75.0
305,306,2019-03-03 21:18:46,Rain,light rain,274.0,99.99,6.0,75.0
306,307,2019-03-03 21:48:42,Rain,light rain,274.0,99.99,6.0,75.0
307,308,2019-03-03 22:23:47,Rain,moderate rain,274.0,99.99,6.0,75.0
