,number,datetime,overview,description,temperature,humidity,wind_speed,clouds
1167,1168,2019-03-21 20:23:45,Clouds,few clouds,282.0,87.0,3.0,20.0
1168,1169,2019-03-21 20:53:40,Clouds,scattered clouds,283.0,87.0,4.0,40.0
1169,1170,2019-03-21 21:23:41,Clouds,broken clouds,282.0,81.0,4.0,75.0
1170,1171,2019-03-21 21:53:37,Clouds,broken clouds,282.0,81.0,4.0,75.0
1171,1172,2019-03-21 22:23:45,Clouds,broken clouds,282.0,81.0,4.0,75.0
1172,1173,2019-03-21 22:53:54,Clouds,scattered clouds,283.0,81.0,5.0,40.0
1173,1174,2019-03-21 23:23:58,Clouds,scattered clouds,282.0,81.0,6.0,40.0
1174,1175,2019-03-21 23:53:37,Clouds,broken clouds,283.0,76.0,4.0,75.0
1175,1176,2019-03-22 00:23:52,Clouds,broken clouds,283.0,76.0,2.0,75.0
1176,1177,2019-03-22 00:53:48,Clouds,broken clouds,282.0,76.0,4.0,75.0
1177,1178,2019-03-22 01:28:37,Clouds,broken clouds,283.0,76.0,3.0,75.0
1178,1179,2019-03-22 01:53:39,Clouds,broken clouds,283.0,76.0,6.0,75.0
1179,1180,2019-03-22 02:23:35,Clouds,broken clouds,283.0,76.0,9.0,75.0
1180,1181,2019-03-22 02:58:40,Clouds,broken clouds,283.0,76.0,6.0,75.0
1181,1182,2019-03-22 03:23:43,Clouds,broken clouds,283.0,81.0,4.0,75.0
1182,1183,2019-03-22 03:58:35,Clouds,broken clouds,283.0,81.0,5.0,75.0
1183,1184,2019-03-22 04:23:51,Clouds,broken clouds,283.0,81.0,5.0,75.0
1184,1185,2019-03-22 04:53:47,Clouds,broken clouds,283.0,76.0,4.0,75.0
1185,1186,2019-03-22 05:23:38,Clouds,broken clouds,283.0,76.0,6.0,75.0
1186,1187,2019-03-22 05:53:41,Clouds,broken clouds,283.0,76.0,7.0,75.0
1187,1188,2019-03-22 06:23:45,Clouds,broken clouds,282.0,76.0,6.0,75.0
1188,1189,2019-03-22 06:58:37,Clouds,broken clouds,282.0,71.0,6.0,75.0
1189,1190,2019-03-22 07:23:52,Clouds,broken clouds,282.0,76.0,5.0,75.0
1190,1191,2019-03-22 07:58:37,Clouds,broken clouds,282.0,76.0,3.0,75.0
1191,1192,2019-03-22 08:28:37,Clouds,broken clouds,283.0,76.0,7.0,75.0
1192,1193,2019-03-22 08:53:41,Clouds,broken clouds,283.0,76.0,6.0,75.0
1193,1194,2019-03-22 09:23:53,Clouds,broken clouds,283.0,76.0,7.0,75.0
1194,1195,2019-03-22 09:53:52,Clouds,broken clouds,283.0,76.0,8.0,75.0
1195,1196,2019-03-22 10:28:41,Clouds,broken clouds,283.0,71.0,6.0,75.0
1196,1197,2019-03-22 10:53:45,Clouds,broken clouds,283.0,71.0,6.0,75.0
1197,1198,2019-03-22 11:23:51,Clouds,broken clouds,283.0,76.0,7.0,75.0
1198,1199,2019-03-22 11:58:41,Rain,light rain,284.0,76.0,5.0,75.0
1199,1200,2019-03-22 12:23:37,Rain,light rain,283.0,81.0,5.0,75.0
1200,1201,2019-03-22 12:53:53,Rain,light rain,284.0,81.0,6.0,75.0
1201,1202,2019-03-22 13:23:39,Rain,light rain,283.0,81.0,6.0,75.0
1202,1203,2019-03-22 13:58:45,Rain,light rain,283.0,87.0,5.0,75.0
1203,1204,2019-03-22 14:23:40,Rain,light rain,282.0,93.0,6.0,75.0
1204,1205,2019-03-22 14:53:56,Rain,light rain,282.0,87.0,6.0,75.0
1205,1206,2019-03-22 15:23:42,Rain,light rain,282.0,81.0,3.0,75.0
1206,1207,2019-03-22 15:58:46,Rain,light rain,282.0,81.0,5.0,75.0
1207,1208,2019-03-22 16:23:38,Clouds,broken clouds,282.0,81.0,5.0,75.0
1208,1209,2019-03-22 16:58:34,Clouds,broken clouds,282.0,76.0,3.0,75.0
1209,1210,2019-03-22 17:23:36,Clouds,broken clouds,282.0,71.0,3.0,75.0
1210,1211,2019-03-22 17:53:50,Clouds,broken clouds,282.0,61.0,8.0,75.0
1211,1212,2019-03-22 18:28:32,Clouds,broken clouds,281.0,61.0,6.0,75.0
1212,1213,2019-03-22 18:53:37,Clouds,broken clouds,281.0,61.0,6.0,75.0
1213,1214,2019-03-22 19:23:54,Clouds,broken clouds,280.0,61.0,6.0,75.0
1214,1215,2019-03-22 19:53:34,Clouds,broken clouds,280.0,65.0,5.0,75.0
1215,1216,2019-03-22 20:23:46,Clouds,broken clouds,279.0,70.0,6.0,75.0
1216,1217,2019-03-22 20:53:39,Clouds,broken clouds,279.0,70.0,5.0,75.0
1217,1218,2019-03-22 21:23:50,Clouds,broken clouds,278.0,70.0,4.0,75.0
1218,1219,2019-03-22 21:53:38,Clouds,broken clouds,278.0,75.0,4.0,75.0
1219,1220,2019-03-22 22:23:58,Clouds,broken clouds,278.0,75.0,4.0,75.0
1220,1221,2019-03-22 22:53:36,Clouds,broken clouds,278.0,70.0,4.0,75.0
1221,1222,2019-03-22 23:23:38,Clouds,broken clouds,278.0,70.0,5.0,75.0
1222,1223,2019-03-22 23:53:49,Clouds,broken clouds,278.0,75.0,5.0,75.0
1223,1224,2019-03-23 00:23:53,Clouds,broken clouds,278.0,80.0,5.0,75.0
1224,1225,2019-03-23 00:53:35,Clouds,broken clouds,278.0,80.0,5.0,75.0
1225,1226,2019-03-23 01:23:49,Clouds,broken clouds,277.0,80.0,4.0,75.0
1226,1227,2019-03-23 01:53:49,Clouds,broken clouds,277.0,80.0,4.0,75.0
1227,1228,2019-03-23 02:23:39,Clouds,broken clouds,277.0,75.0,4.0,75.0
1228,1229,2019-03-23 02:53:48,Clouds,broken clouds,277.0,80.0,4.0,75.0
1229,1230,2019-03-23 03:23:33,Clouds,broken clouds,276.0,80.0,3.0,75.0
1230,1231,2019-03-23 03:53:43,Clouds,broken clouds,276.0,80.0,3.0,75.0
1231,1232,2019-03-23 04:23:46,Clouds,broken clouds,276.0,80.0,3.0,75.0
1232,1233,2019-03-23 04:53:51,Clouds,broken clouds,276.0,80.0,3.0,75.0
1233,1234,2019-03-23 05:23:39,Clouds,broken clouds,275.0,86.0,3.0,75.0
1234,1235,2019-03-23 05:53:51,Clouds,broken clouds,275.0,99.99,2.0,75.0
1235,1236,2019-03-23 06:23:53,Clouds,broken clouds,275.0,99.99,2.0,75.0
1236,1237,2019-03-23 06:53:48,Clouds,broken clouds,275.0,99.99,2.0,75.0
1237,1238,2019-03-23 07:23:34,Clear,clear sky,275.0,86.0,2.0,0.0
1238,1239,2019-03-23 07:53:36,Clear,clear sky,275.0,86.0,2.0,0.0
1239,1240,2019-03-23 08:23:43,Clear,clear sky,276.0,86.0,2.0,0.0
1240,1241,2019-03-23 08:53:33,Clear,clear sky,276.0,80.0,3.0,0.0
1241,1242,2019-03-23 09:23:52,Clear,clear sky,278.0,75.0,3.0,0.0
1242,1243,2019-03-23 09:58:36,Clear,clear sky,279.0,75.0,3.0,0.0
1243,1244,2019-03-23 10:23:45,Clear,clear sky,279.0,75.0,3.0,0.0
1244,1245,2019-03-23 10:58:47,Clouds,broken clouds,280.0,70.0,3.0,75.0
1245,1246,2019-03-23 11:23:43,Clouds,broken clouds,280.0,70.0,3.0,75.0
1246,1247,2019-03-23 11:53:41,Clouds,broken clouds,280.0,65.0,3.0,75.0
1247,1248,2019-03-23 12:23:40,Clouds,broken clouds,281.0,99.99,2.0,75.0
1248,1249,2019-03-23 12:53:42,Clouds,broken clouds,282.0,61.0,3.0,75.0
1249,1250,2019-03-23 13:23:49,Clouds,broken clouds,282.0,57.0,2.0,75.0
1250,1251,2019-03-23 13:58:46,Clouds,broken clouds,282.0,52.0,3.0,75.0
1251,1252,2019-03-23 14:23:49,Clouds,broken clouds,282.0,49.0,1.0,75.0
1252,1253,2019-03-23 14:53:53,Clouds,broken clouds,281.0,49.0,1.0,75.0
1253,1254,2019-03-23 15:23:44,Clouds,broken clouds,281.0,57.0,1.0,75.0
1254,1255,2019-03-23 15:53:45,Clouds,broken clouds,281.0,57.0,1.0,75.0
1255,1256,2019-03-23 16:23:49,Clouds,broken clouds,281.0,95.0,2.0,75.0
1256,1257,2019-03-23 16:58:54,Clouds,broken clouds,281.0,49.0,2.0,75.0
1257,1258,2019-03-23 17:23:36,Clouds,broken clouds,281.0,96.0,2.0,75.0
1258,1259,2019-03-23 17:53:33,Clouds,broken clouds,280.0,61.0,2.0,75.0
1259,1260,2019-03-23 18:28:47,Clouds,broken clouds,280.0,65.0,3.0,75.0
1260,1261,2019-03-23 18:53:46,Clouds,broken clouds,280.0,65.0,2.0,75.0
1261,1262,2019-03-23 19:23:40,Clouds,broken clouds,279.0,65.0,2.0,75.0
1262,1263,2019-03-23 19:53:33,Clear,clear sky,279.0,65.0,2.0,0.0
1263,1264,2019-03-23 20:23:59,Clear,clear sky,278.0,70.0,2.0,0.0
1264,1265,2019-03-23 20:53:36,Clouds,broken clouds,279.0,70.0,2.0,75.0
1265,1266,2019-03-23 21:28:34,Clouds,broken clouds,278.0,70.0,1.0,75.0
1266,1267,2019-03-23 21:58:38,Clouds,broken clouds,278.0,70.0,1.0,75.0
1267,1268,2019-03-23 22:23:33,Clouds,broken clouds,278.0,70.0,1.0,75.0
1268,1269,2019-03-23 22:53:34,Clouds,broken clouds,277.0,75.0,1.0,75.0
1269,1270,2019-03-23 23:23:43,Clouds,broken clouds,277.0,70.0,1.0,75.0
1270,1271,2019-03-23 23:53:39,Clouds,broken clouds,276.0,99.99,1.0,75.0
1271,1272,2019-03-24 00:28:37,Clouds,broken clouds,277.0,99.99,2.0,75.0
1272,1273,2019-03-24 00:53:48,Clouds,broken clouds,277.0,70.0,3.0,75.0
1273,1274,2019-03-24 01:23:40,Clouds,broken clouds,277.0,75.0,2.0,75.0
1274,1275,2019-03-24 01:53:35,Clouds,broken clouds,277.0,75.0,2.0,75.0
1275,1276,2019-03-24 02:23:42,Clouds,broken clouds,277.0,75.0,2.0,75.0
1276,1277,2019-03-24 02:53:34,Clouds,broken clouds,277.0,75.0,2.0,75.0
1277,1278,2019-03-24 03:28:34,Clouds,broken clouds,276.0,80.0,2.0,75.0
1278,1279,2019-03-24 03:54:58,Clouds,broken clouds,275.0,80.0,2.0,75.0
1279,1280,2019-03-24 04:23:42,Clouds,scattered clouds,275.0,86.0,2.0,40.0
1280,1281,2019-03-24 04:58:48,Clouds,scattered clouds,275.0,86.0,2.0,40.0
1281,1282,2019-03-24 05:23:49,Clouds,few clouds,275.0,86.0,3.0,20.0
1282,1283,2019-03-24 05:58:52,Clouds,few clouds,275.0,99.99,4.0,20.0
1283,1284,2019-03-24 06:23:56,Clouds,few clouds,275.0,99.99,3.0,20.0
1284,1285,2019-03-24 06:58:57,Clouds,few clouds,275.0,99.99,4.0,20.0
1285,1286,2019-03-24 07:23:42,Clouds,few clouds,276.0,99.99,4.0,20.0
1286,1287,2019-03-24 07:53:55,Clouds,few clouds,277.0,86.0,4.0,20.0
1287,1288,2019-03-24 08:23:49,Clouds,few clouds,277.0,80.0,4.0,20.0
1288,1289,2019-03-24 08:53:42,Clouds,few clouds,278.0,75.0,5.0,20.0
1289,1290,2019-03-24 09:28:42,Clouds,few clouds,279.0,75.0,5.0,20.0
1290,1291,2019-03-24 09:53:35,Clouds,few clouds,280.0,75.0,5.0,20.0
1291,1292,2019-03-24 10:23:53,Clouds,few clouds,280.0,70.0,7.0,20.0
1292,1293,2019-03-24 10:58:46,Clouds,few clouds,281.0,70.0,8.0,20.0
1293,1294,2019-03-24 11:23:33,Clouds,few clouds,282.0,70.0,8.0,20.0
1294,1295,2019-03-24 11:53:34,Clouds,few clouds,282.0,66.0,8.0,20.0
1295,1296,2019-03-24 12:23:46,Clouds,few clouds,283.0,61.0,9.0,20.0
1296,1297,2019-03-24 12:58:34,Clouds,few clouds,283.0,61.0,9.0,20.0
1297,1298,2019-03-24 13:23:37,Clouds,scattered clouds,283.0,61.0,10.0,40.0
1298,1299,2019-03-24 13:53:41,Clouds,broken clouds,283.0,66.0,10.0,75.0
1299,1300,2019-03-24 14:24:00,Clouds,broken clouds,282.0,66.0,9.0,75.0
1300,1301,2019-03-24 14:53:56,Clouds,broken clouds,283.0,66.0,10.0,75.0
1301,1302,2019-03-24 15:23:42,Clouds,broken clouds,283.0,66.0,11.0,75.0
1302,1303,2019-03-24 15:58:35,Rain,shower rain,283.0,66.0,11.0,75.0
1303,1304,2019-03-24 16:23:40,Rain,shower rain,283.0,66.0,11.0,75.0
1304,1305,2019-03-24 16:53:40,Rain,shower rain,283.0,66.0,12.0,75.0
1305,1306,2019-03-24 17:23:36,Clouds,broken clouds,282.0,66.0,9.0,75.0
1306,1307,2019-03-24 17:53:43,Rain,shower rain,282.0,61.0,9.0,75.0
1307,1308,2019-03-24 18:23:38,Clouds,broken clouds,282.0,66.0,9.0,75.0
1308,1309,2019-03-24 18:53:52,Clouds,broken clouds,281.0,70.0,7.0,75.0
1309,1310,2019-03-24 19:23:33,Clouds,broken clouds,281.0,66.0,7.0,75.0
1310,1311,2019-03-24 19:53:49,Clouds,broken clouds,281.0,66.0,8.0,75.0
1311,1312,2019-03-24 20:23:47,Clouds,broken clouds,281.0,65.0,7.0,75.0
1312,1313,2019-03-24 20:53:45,Clouds,broken clouds,281.0,65.0,7.0,75.0
1313,1314,2019-03-24 21:23:52,Clouds,scattered clouds,281.0,65.0,7.0,40.0
1314,1315,2019-03-24 21:53:35,Clouds,scattered clouds,280.0,65.0,7.0,40.0
1315,1316,2019-03-24 22:28:47,Clouds,scattered clouds,280.0,70.0,7.0,40.0
1316,1317,2019-03-24 22:53:56,Clouds,scattered clouds,280.0,70.0,7.0,40.0
1317,1318,2019-03-24 23:23:35,Clouds,scattered clouds,280.0,70.0,7.0,40.0
1318,1319,2019-03-24 23:53:52,Clouds,scattered clouds,279.0,75.0,6.0,40.0
1319,1320,2019-03-25 00:28:37,Clouds,broken clouds,279.0,75.0,7.0,75.0
1320,1321,2019-03-25 00:53:51,Clouds,broken clouds,279.0,75.0,7.0,75.0
1321,1322,2019-03-25 01:23:40,Clouds,scattered clouds,279.0,81.0,6.0,40.0
1322,1323,2019-03-25 01:53:38,Clouds,few clouds,279.0,81.0,5.0,20.0
1323,1324,2019-03-25 02:23:34,Clouds,scattered clouds,278.0,86.0,3.0,40.0
1324,1325,2019-03-25 02:53:35,Clouds,scattered clouds,278.0,86.0,4.0,40.0
1325,1326,2019-03-25 03:23:39,Clouds,scattered clouds,278.0,86.0,3.0,40.0
1326,1327,2019-03-25 03:53:41,Clouds,few clouds,278.0,93.0,4.0,20.0
1327,1328,2019-03-25 04:28:51,Clouds,few clouds,278.0,93.0,4.0,20.0
1328,1329,2019-03-25 04:53:46,Clouds,broken clouds,278.0,86.0,4.0,75.0
1329,1330,2019-03-25 05:23:46,Clouds,broken clouds,278.0,86.0,6.0,75.0
1330,1331,2019-03-25 05:53:35,Clouds,scattered clouds,278.0,93.0,5.0,40.0
1331,1332,2019-03-25 06:28:39,Clouds,scattered clouds,277.0,93.0,3.0,40.0
1332,1333,2019-03-25 06:53:37,Clouds,scattered clouds,278.0,93.0,3.0,40.0
1333,1334,2019-03-25 07:28:45,Clouds,broken clouds,278.0,93.0,5.0,75.0
1334,1335,2019-03-25 07:53:45,Clouds,broken clouds,279.0,87.0,4.0,75.0
1335,1336,2019-03-25 08:23:47,Clouds,broken clouds,280.0,93.0,5.0,75.0
1336,1337,2019-03-25 08:53:38,Clouds,scattered clouds,281.0,81.0,5.0,40.0
1337,1338,2019-03-25 09:23:42,Clouds,scattered clouds,281.0,70.0,4.0,40.0
1338,1339,2019-03-25 09:53:49,Clouds,scattered clouds,282.0,76.0,4.0,40.0
1339,1340,2019-03-25 10:23:45,Clouds,scattered clouds,282.0,76.0,4.0,40.0
1340,1341,2019-03-25 10:53:38,Clouds,scattered clouds,282.0,70.0,4.0,40.0
1341,1342,2019-03-25 11:23:45,Clouds,scattered clouds,282.0,70.0,3.0,40.0
1342,1343,2019-03-25 11:58:33,Clouds,scattered clouds,283.0,66.0,4.0,40.0
1343,1344,2019-03-25 12:23:43,Clouds,scattered clouds,283.0,66.0,4.0,40.0
1344,1345,2019-03-25 12:53:46,Clouds,scattered clouds,283.0,66.0,4.0,40.0
1345,1346,2019-03-25 13:23:48,Clouds,scattered clouds,283.0,62.0,3.0,40.0
1346,1347,2019-03-25 13:53:42,Clouds,scattered clouds,283.0,62.0,3.0,40.0
1347,1348,2019-03-25 14:28:41,Clouds,scattered clouds,284.0,58.0,3.0,40.0
1348,1349,2019-03-25 14:58:36,Clouds,scattered clouds,283.0,62.0,4.0,40.0
1349,1350,2019-03-25 15:23:46,Clouds,broken clouds,284.0,62.0,4.0,75.0
1350,1351,2019-03-25 15:53:40,Clouds,broken clouds,283.0,62.0,4.0,75.0
1351,1352,2019-03-25 16:23:37,Clouds,broken clouds,283.0,66.0,4.0,75.0
1352,1353,2019-03-25 16:53:43,Clouds,broken clouds,283.0,66.0,4.0,75.0
1353,1354,2019-03-25 17:23:51,Clouds,broken clouds,283.0,66.0,3.0,75.0
1354,1355,2019-03-25 17:53:52,Clouds,broken clouds,282.0,66.0,4.0,75.0
1355,1356,2019-03-25 18:23:46,Clouds,broken clouds,283.0,71.0,3.0,75.0
1356,1357,2019-03-25 18:53:39,Clouds,broken clouds,282.0,76.0,3.0,75.0
1357,1358,2019-03-25 19:23:40,Clouds,broken clouds,281.0,76.0,2.0,75.0
1358,1359,2019-03-25 19:58:44,Clouds,broken clouds,281.0,81.0,2.0,75.0
1359,1360,2019-03-25 20:28:45,Clouds,broken clouds,282.0,76.0,2.0,75.0
1360,1361,2019-03-25 20:53:42,Clouds,broken clouds,282.0,76.0,1.0,75.0
1361,1362,2019-03-25 21:23:38,Clouds,broken clouds,281.0,81.0,1.0,75.0
1362,1363,2019-03-25 21:53:36,Clouds,broken clouds,281.0,81.0,1.0,75.0
1363,1364,2019-03-25 22:23:46,Clouds,broken clouds,280.0,75.0,1.0,75.0
1364,1365,2019-03-25 22:58:36,Clouds,broken clouds,280.0,75.0,1.0,75.0
1365,1366,2019-03-25 23:23:50,Clouds,broken clouds,279.0,81.0,1.0,75.0
1366,1367,2019-03-25 23:53:39,Clouds,broken clouds,278.0,80.0,1.0,75.0
1367,1368,2019-03-26 00:28:37,Clouds,broken clouds,278.0,75.0,1.0,75.0
1368,1369,2019-03-26 00:53:44,Clouds,broken clouds,277.0,80.0,1.0,75.0
1369,1370,2019-03-26 01:23:41,Clouds,broken clouds,277.0,80.0,2.0,75.0
1370,1371,2019-03-26 01:53:39,Clouds,scattered clouds,277.0,81.0,2.0,40.0
1371,1372,2019-03-26 02:23:45,Clouds,scattered clouds,277.0,75.0,3.0,40.0
1372,1373,2019-03-26 02:53:45,Clouds,scattered clouds,276.0,81.0,3.0,40.0
1373,1374,2019-03-26 03:28:43,Clouds,scattered clouds,276.0,81.0,2.0,40.0
1374,1375,2019-03-26 03:53:48,Clouds,scattered clouds,276.0,87.0,3.0,40.0
1375,1376,2019-03-26 04:23:50,Clouds,scattered clouds,276.0,86.0,3.0,40.0
1376,1377,2019-03-26 04:58:48,Clouds,scattered clouds,276.0,86.0,3.0,40.0
1377,1378,2019-03-26 05:23:35,Clouds,scattered clouds,276.0,86.0,3.0,40.0
1378,1379,2019-03-26 05:53:42,Clouds,scattered clouds,276.0,93.0,2.0,40.0
1379,1380,2019-03-26 06:23:39,Clouds,scattered clouds,275.0,93.0,2.0,40.0
1380,1381,2019-03-26 06:58:36,Clouds,scattered clouds,275.0,93.0,2.0,40.0
1381,1382,2019-03-26 07:23:44,Clouds,scattered clouds,276.0,93.0,2.0,40.0
1382,1383,2019-03-26 07:53:49,Clouds,scattered clouds,276.0,93.0,2.0,40.0
1383,1384,2019-03-26 08:28:51,Clouds,scattered clouds,278.0,86.0,3.0,40.0
1384,1385,2019-03-26 08:58:52,Clouds,few clouds,280.0,87.0,3.0,20.0
1385,1386,2019-03-26 09:23:46,Clouds,scattered clouds,280.0,75.0,4.0,40.0
1386,1387,2019-03-26 09:53:34,Clouds,broken clouds,281.0,75.0,5.0,75.0
1387,1388,2019-03-26 10:28:43,Clouds,scattered clouds,282.0,70.0,4.0,40.0
1388,1389,2019-03-26 10:58:41,Clouds,few clouds,282.0,70.0,5.0,20.0
1389,1390,2019-03-26 11:23:49,Clouds,few clouds,283.0,61.0,5.0,20.0
1390,1391,2019-03-26 11:53:46,Clouds,few clouds,284.0,61.0,5.0,20.0
1391,1392,2019-03-26 12:28:33,Clouds,scattered clouds,284.0,71.0,5.0,40.0
1392,1393,2019-03-26 12:53:36,Clouds,scattered clouds,284.0,62.0,5.0,40.0
1393,1394,2019-03-26 13:28:33,Clouds,scattered clouds,284.0,57.0,5.0,40.0
1394,1395,2019-03-26 13:58:39,Clouds,scattered clouds,285.0,62.0,5.0,40.0
1395,1396,2019-03-26 14:23:44,Clouds,scattered clouds,285.0,62.0,6.0,40.0
1396,1397,2019-03-26 14:53:37,Clouds,scattered clouds,285.0,58.0,6.0,40.0
1397,1398,2019-03-26 15:23:49,Clouds,broken clouds,285.0,58.0,5.0,75.0
1398,1399,2019-03-26 15:58:51,Clouds,broken clouds,286.0,58.0,5.0,75.0
1399,1400,2019-03-26 16:23:34,Clouds,broken clouds,285.0,62.0,5.0,75.0
1400,1401,2019-03-26 16:53:42,Clouds,broken clouds,285.0,66.0,4.0,75.0
1401,1402,2019-03-26 17:28:35,Clouds,scattered clouds,285.0,58.0,4.0,40.0
1402,1403,2019-03-26 17:53:54,Clouds,scattered clouds,284.0,62.0,3.0,40.0
1403,1404,2019-03-26 18:23:37,Clouds,broken clouds,283.0,66.0,3.0,75.0
1404,1405,2019-03-26 18:58:40,Clouds,few clouds,282.0,70.0,3.0,20.0
1405,1406,2019-03-26 19:23:36,Clouds,scattered clouds,281.0,75.0,3.0,40.0
1406,1407,2019-03-26 19:53:40,Clouds,broken clouds,281.0,87.0,1.0,75.0
1407,1408,2019-03-26 20:23:34,Clouds,broken clouds,279.0,81.0,1.0,75.0
1408,1409,2019-03-26 20:58:40,Clouds,few clouds,278.0,87.0,4.0,20.0
1409,1410,2019-03-26 21:23:38,Clouds,broken clouds,278.0,87.0,2.0,75.0
1410,1411,2019-03-26 21:53:34,Clouds,broken clouds,278.0,81.0,3.0,75.0
1411,1412,2019-03-26 22:28:38,Clouds,broken clouds,278.0,81.0,3.0,75.0
1412,1413,2019-03-26 22:53:41,Clouds,scattered clouds,277.0,86.0,3.0,40.0
1413,1414,2019-03-26 23:23:34,Clouds,scattered clouds,277.0,86.0,2.0,40.0
1414,1415,2019-03-26 23:58:42,Clouds,scattered clouds,277.0,86.0,2.0,40.0
1415,1416,2019-03-27 00:18:55,Clouds,scattered clouds,277.0,86.0,2.0,40.0
1416,1417,2019-03-27 00:53:48,Clouds,scattered clouds,277.0,86.0,2.0,40.0
1417,1418,2019-03-27 01:28:37,Clouds,few clouds,277.0,86.0,2.0,20.0
1418,1419,2019-03-27 01:53:51,Clouds,few clouds,277.0,86.0,2.0,20.0
1419,1420,2019-03-27 02:23:51,Clouds,few clouds,277.0,86.0,2.0,20.0
1420,1421,2019-03-27 02:58:55,Clouds,few clouds,277.0,86.0,3.0,20.0
1421,1422,2019-03-27 03:23:47,Clouds,scattered clouds,277.0,86.0,3.0,40.0
1422,1423,2019-03-27 03:53:48,Clouds,scattered clouds,277.0,86.0,3.0,40.0
1423,1424,2019-03-27 04:23:50,Clouds,broken clouds,277.0,86.0,3.0,75.0
1424,1425,2019-03-27 04:58:37,Clouds,broken clouds,277.0,86.0,3.0,75.0
1425,1426,2019-03-27 05:23:37,Clouds,broken clouds,277.0,81.0,2.0,75.0
1426,1427,2019-03-27 05:58:53,Clouds,broken clouds,277.0,81.0,2.0,75.0
1427,1428,2019-03-27 06:23:48,Clouds,broken clouds,277.0,81.0,2.0,75.0
1428,1429,2019-03-27 06:53:36,Clouds,broken clouds,277.0,81.0,2.0,75.0
1429,1430,2019-03-27 07:23:54,Clouds,broken clouds,278.0,81.0,2.0,75.0
1430,1431,2019-03-27 07:53:46,Clouds,broken clouds,278.0,81.0,2.0,75.0
1431,1432,2019-03-27 08:23:33,Clouds,broken clouds,279.0,81.0,2.0,75.0
1432,1433,2019-03-27 08:53:41,Clouds,broken clouds,280.0,81.0,2.0,75.0
1433,1434,2019-03-27 09:23:33,Clouds,broken clouds,281.0,75.0,2.0,75.0
1434,1435,2019-03-27 09:58:52,Clouds,broken clouds,281.0,75.0,3.0,75.0
1435,1436,2019-03-27 10:28:38,Clouds,broken clouds,282.0,70.0,4.0,75.0
1436,1437,2019-03-27 10:53:49,Clouds,broken clouds,283.0,66.0,4.0,75.0
1437,1438,2019-03-27 11:23:34,Clouds,broken clouds,283.0,66.0,4.0,75.0
1438,1439,2019-03-27 11:53:44,Clouds,broken clouds,284.0,66.0,3.0,75.0
1439,1440,2019-03-27 12:23:37,Clouds,scattered clouds,284.0,62.0,4.0,40.0
1440,1441,2019-03-27 12:53:51,Clouds,scattered clouds,285.0,62.0,4.0,40.0
1441,1442,2019-03-27 13:23:36,Clouds,scattered clouds,285.0,62.0,5.0,40.0
1442,1443,2019-03-27 13:58:43,Clouds,broken clouds,286.0,62.0,6.0,75.0
1443,1444,2019-03-27 14:23:46,Clouds,broken clouds,286.0,58.0,5.0,75.0
1444,1445,2019-03-27 14:58:41,Clouds,scattered clouds,286.0,58.0,4.0,40.0
1445,1446,2019-03-27 15:23:55,Clouds,scattered clouds,286.0,66.0,5.0,40.0
1446,1447,2019-03-27 15:53:48,Clouds,broken clouds,286.0,66.0,4.0,75.0
1447,1448,2019-03-27 16:23:49,Clouds,scattered clouds,286.0,62.0,4.0,40.0
1448,1449,2019-03-27 16:53:34,Clouds,scattered clouds,285.0,62.0,2.0,40.0
